TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE
Co-op for sale,300000,3,1,600,"Brooklyn, NY 11218","599 E 7th St Apt 4GBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,40.6372695,-73.9712947
House for sale,729000,3,3,2184.21,"Saint Albans, NY 11412","110-36 199th StSaint Albans, NY 11412",United States,New York,Queens County,Queens,40.7052223,-73.7583006
Co-op for sale,750000,2,2,2184.21,"New York, NY 10065","575 Park Ave # 1508New York, NY 10065",New York,New York County,New York,Manhattan,40.7651716,-73.9678719
House for sale,599000,3,2,1120,"Staten Island, NY 10314","45 Bogota StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5863749,-74.1470603
Townhouse for sale,11950000,6,5,5336,"New York, NY 10021","27 E 73rd StNew York, NY 10021",United States,New York,New York County,New York,40.772751,-73.9650884
Co-op for sale,825000,1,2,1100,"New York, NY 10128","180 E End Ave Apt 18HNew York, NY 10128",New York,New York County,New York,Manhattan,40.7766673,-73.9439269
House for sale,800000,3,2.373860858,2184.21,"Brooklyn, NY 11221","742 Lexington AveBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6899365,-73.9294828
Co-op for sale,289000,3,1,2184.21,"Brooklyn, NY 11218","36 Dahill Rd Apt 1LBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,40.646116,-73.98134
Condo for sale,4750000,4,4,4100,"New York, NY 10011","116 W 14th St Fl 4New York, NY 10011",New York,New York County,New York,Manhattan,40.7375173,-73.9979625
Co-op for sale,899999,2,1,2184.21,"New York, NY 10003","224 E 11th St Apt 22New York, NY 10003",New York,New York County,New York,Manhattan,40.7308571,-73.9878596
Townhouse for sale,868000,2,2,1152,"Middle Village, NY 11379","58-36 79th StMiddle Village, NY 11379",United States,New York,Queens County,Queens,40.7259203,-73.8814296
Condo for sale,3995000,3,3,1637,"Manhattan, NY 10011","450 W 17th St Apt 1709Manhattan, NY 10011",New York,New York County,New York,Manhattan,40.7435613,-74.0063336
House for sale,1500000,3,2,1240,"Brooklyn, NY 11214","243 Bay 13 StBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6045606,-74.0114555
House for sale,625000,4,2,2184.21,"Brooklyn, NY 11234","1797 Troy AveBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6283989,-73.9334448
Pending,749000,1,1,2184.21,"Manhattan, NY 10014","88 Charles St Apt 3DManhattan, NY 10014",New York,New York County,New York,Manhattan,40.7345653,-74.0041732
House for sale,520000,3,2.373860858,1705,"Bronx, NY 10457","503 E 182nd StBronx, NY 10457",United States,New York,Bronx County,The Bronx,40.8536129,-73.8933593
Multi-family home for sale,749900,5,2,1400,"Brooklyn, NY 11208","159 Montauk AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6754664,-73.8780744
Multi-family home for sale,799000,6,4,2310,"Bronx, NY 10466","669 E 237th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,40.897885,-73.8562199
Co-op for sale,959000,3,4,1993,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 11VFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,40.7564761,-73.7212008
Multi-family home for sale,888000,5,3,2980,"East Flatbush, NY 11203","228 E 89th StEast Flatbush, NY 11203",United States,New York,Kings County,Brooklyn,40.6484284,-73.9166783
House for sale,725000,2,2,988,"Staten Island, NY 10306","51 Bedford AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5821761,-74.1078688
Condop for sale,1065000,2,2,2184.21,"Manhattan, NY 10128","215 E 96th St Unit 25CManhattan, NY 10128",New York County,New York,Manhattan,East 96th Street,40.7850141,-73.9481639
Townhouse for sale,19995000,7,6,8200,"New York, NY 10028","14 E 81st StNew York, NY 10028",United States,New York,New York County,New York,40.7777833,-73.962008
Condo for sale,744000,2,1,890,"Queens, NY 11106","32-86 33rd St Unit D7Queens, NY 11106",New York,Queens County,Queens,Astoria,40.7592629,-73.9257407
Pending,675000,3,0,2780,"Manhattan, NY 10007","41 Warren St Unit SubcManhattan, NY 10007",New York,New York County,New York,Manhattan,40.7143933,-74.0088774
Condo for sale,4595000,4,4,3052,"New York, NY 10009","619 E 6th St Unit 1New York, NY 10009",New York,New York County,New York,Manhattan,40.7241883,-73.9804574
Co-op for sale,475000,1,1,2184.21,"Brooklyn, NY 11238","213 Eastern Pkwy Apt 2Brooklyn, NY 11238",New York,Kings County,Brooklyn,Crown Heights,40.671881,-73.961562
Co-op for sale,189000,2,1,800,"Bronx, NY 10462","756 Brady Ave Apt 307Bronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,40.8522362,-73.8655005
House for sale,998888,4,3,2184.21,"Jamaica, NY 11436","115-04 144th StJamaica, NY 11436",United States,New York,Queens County,Queens,40.682563,-73.799077
Pending,675000,3,0,2780,"Manhattan, NY 10007","41 Warren St Unit SubcManhattan, NY 10007",New York,New York County,New York,Manhattan,40.7143933,-74.0088774
Pending,4500000,1,2.373860858,5400,"Brooklyn, NY 11222","129 Russell St Unit CommercialBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,40.7248276,-73.9446616
Co-op for sale,32000000,4,6,7500,"New York, NY 10012","383 W BroadwayNew York, NY 10012",United States,New York,New York County,New York,40.7237571,-74.0021582
Multi-family home for sale,3250000,6,4,3059,"Brooklyn, NY 11238","68 Clifton PlBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,40.6877385,-73.9618932
Multi-family home for sale,769000,7,2,2100,"Staten Island, NY 10304","222 Gordon StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6219621,-74.0832854
House for sale,648998,3,2,1296,"Bronx, NY 10469","1361 Waring AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8611669,-73.8467192
House for sale,1699900,7,5,2418,"Brooklyn, NY 11207","186 Covert StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6898884,-73.9085265
Pending,3250000,8,5,2184.21,"Brooklyn, NY 11218","1123 Albemarle RdBrooklyn, NY 11218",United States,New York,Kings County,Brooklyn,40.6467032,-73.9685896
Co-op for sale,395250,1,1,650,"Astoria, NY 11106","31-85 Crescent St Unit 410Astoria, NY 11106",New York,Queens County,Queens,Astoria,40.7642499,-73.92761
House for sale,539000,3,2,972,"Staten Island, NY 10305","84 Nautilus StStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.6104417,-74.0628522
Townhouse for sale,1348000,5,2,2184.21,"Queens, NY 11368","46-03 104 StQueens, NY 11368",United States,New York,Queens County,Queens,40.7462947,-73.8595834
Condo for sale,1450000,3,3,1855,"Flushing, NY 11354","40-26 College Point Blvd Unit 18FFlushing, NY 11354",New York,Queens County,Queens,Flushing,40.7573108,-73.8341865
Co-op for sale,465000,2,1,2184.21,"Jackson Heights, NY 11372","37-50 87th St Unit 6BJackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7483992,-73.8795703
Condo for sale,6500000,2,2,1639,"New York, NY 10019","1600 Broadway Ph 4CNew York, NY 10019",New York,New York County,New York,Manhattan,40.7601885,-73.9843625
Co-op for sale,297000,1,1,800,"Forest Hills, NY 11375","102-36 64 Ave Unit 4AForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7322799,-73.85181
Co-op for sale,244900,1,1,518,"Glen Oaks, NY 11004","260-46 73rd Ave Unit A1Glen Oaks, NY 11004",New York,Queens County,Queens,Glen Oaks,40.7511183,-73.7160095
House for sale,2480000,4,4,5150,"Whitestone, NY 11357","149-37 9th AveWhitestone, NY 11357",United States,New York,Queens County,Queens,40.7932103,-73.8161976
Co-op for sale,230000,1,1,2184.21,"Forest Hills, NY 11375","108-50 62 Dr Unit 3KForest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.736005,-73.849174
Condo for sale,780000,2,2,825,"Brooklyn, NY 11230","618 Avenue H # 5EBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,40.6288601,-73.9704912
Townhouse for sale,4875000,3,3,2184.21,"New York, NY 10016","130 E 38th StNew York, NY 10016",United States,New York,New York County,New York,40.748964,-73.978301
Co-op for sale,539999,3,2,2184.21,"Jackson Heights, NY 11372","33-04 93rd St Unit 6SJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7563263,-73.8752379
Co-op for sale,750000,2,2,1193,"Bronx, NY 10463","2621 Palisade Ave Apt 16ABronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8825618,-73.9212739
Condo for sale,2249000,2,3,2321,"New York, NY 10016","211 Madison Ave Unit 22ANew York, NY 10016",New York,New York County,New York,Manhattan,40.7486775,-73.9819284
Co-op for sale,270000,2,1,700,"Astoria, NY 11101","21-78 35 St Unit 5FAstoria, NY 11101",New York,Queens County,Queens,Astoria,40.7751901,-73.9090015
Pending,399000,2,1,2184.21,"New York, NY 10065","301 E 63rd St Apt 4BNew York, NY 10065",New York,New York County,New York,Manhattan,40.7631466,-73.9622114
Co-op for sale,1950000,2,2,2184.21,"Manhattan, NY 10014","56 Jane St Unit 4EFManhattan, NY 10014",New York,New York County,New York,Manhattan,40.7380264,-74.0053843
Co-op for sale,240000,2,1,2184.21,"Woodhaven, NY 11421","83-85 Woodhaven Blvd Unit 2SWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,40.6987743,-73.8529203
Condo for sale,628000,3,2,900,"Elmhurst, NY 11373","82-25 Queens Blvd Unit 3DElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7376925,-73.8803546
Co-op for sale,399000,2,1,2184.21,"Jackson Heights, NY 11372","34-10 94th St Unit 2DJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,40.7544847,-73.8740993
House for sale,687000,2,1,2184.21,"Bronx, NY 10465","57 Shore DrBronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8214203,-73.8062717
Townhouse for sale,588000,2,2,2000,"Staten Island, NY 10314","19 Teri CtStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5904561,-74.1521059
Multi-family home for sale,825000,5,3,2184.21,"Bronx, NY 10472","1221 Manor AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,40.8296973,-73.8768124
Co-op for sale,240000,2,1,2184.21,"Woodhaven, NY 11421","83-85 Woodhaven Blvd Unit 2SWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,40.6987743,-73.8529203
Condo for sale,285000,2,1,835,"Bronx, NY 10462","1527 Metropolitan Ave Apt 4GBronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,40.8396194,-73.8587548
Condo for sale,595000,3,1,915,"Brooklyn, NY 11205","609 Myrtle Ave Unit CF1Brooklyn, NY 11205",New York,Kings County,Brooklyn,Bedford-Stuyvesant,40.6944083,-73.9595899
Condo for sale,899000,2,2,1697,"Staten Island, NY 10301","90 Bay Street Lndg Apt 5IStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6403656,-74.0737574
Townhouse for sale,2995000,5,2,4900,"New York, NY 10030","234 W 138th StNew York, NY 10030",United States,New York,New York County,New York,40.8178071,-73.9440991
House for sale,1180000,4,3,2184.21,"Fresh Meadows, NY 11366","73-27 193rd StFresh Meadows, NY 11366",United States,New York,Queens County,Queens,40.7335974,-73.7788656
Contingent,799900,4,4,1816,"Staten Island, NY 10308","71 Dewey AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5570416,-74.1462231
Co-op for sale,130000,1,1,2184.21,"Bronx, NY 10468","5 Fordham Hill Oval Apt 11HBronx, NY 10468",New York,Bronx County,The Bronx,Fordham Manor,40.8653458,-73.9073691
House for sale,849999,3,2,2184.21,"Flushing, NY 11367","147-20 76th RdFlushing, NY 11367",United States,New York,Queens County,Queens,40.7226341,-73.8165656
Co-op for sale,185000,1,1,850,"Bronx, NY 10463","3123 Bailey Ave Unit ABronx, NY 10463",United States,New York,Bronx County,The Bronx,40.8789917,-73.9020914
House for sale,1275000,4,2.373860858,2184.21,"Floral Park, NY 11001","87-66 257th StFloral Park, NY 11001",United States,New York,Queens County,Queens,40.7289806,-73.7083891
Multi-family home for sale,2798000,5,3,3400,"Brooklyn, NY 11215","1603 11th AveBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.657854,-73.975525
Co-op for sale,359000,2,1,950,"Flushing, NY 11354","141-09 28 Ave Unit 1DFlushing, NY 11354",New York,Queens County,Queens,Flushing,40.7733297,-73.8274665
Pending,435000,1,1,2184.21,"Brooklyn, NY 11201","155 Hicks St Unit 5ABrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,40.6969047,-73.9948252
House for sale,988000,3,1,1296,"Flushing, NY 11355","43-64 Bowne StFlushing, NY 11355",United States,New York,Queens County,Queens,40.7540089,-73.8189203
Co-op for sale,800000,1,1,2184.21,"Manhattan, NY 10017","324 E 41st St Unit 1101CManhattan, NY 10017",New York,New York County,New York,Manhattan,40.7486602,-73.9720523
Co-op for sale,400000,2,1,2184.21,"Jackson Heights, NY 11372","34-49 81st St Unit 5YJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7536299,-73.88596
Multi-family home for sale,965000,5,3,3520,"Bronx, NY 10472","1027 Ward AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,40.8247021,-73.8766066
Multi-family home for sale,1389000,5,2,2412,"Brooklyn, NY 11234","3824 Quentin RdBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6157428,-73.9345355
Condo for sale,525000,3,2,1185,"Bronx, NY 10473","170 Mermaid Ln Unit 270Bronx, NY 10473",New York,Bronx County,The Bronx,Clason Point,40.807969,-73.854213
House for sale,849999,3,2,2184.21,"Flushing, NY 11367","147-20 76th RdFlushing, NY 11367",United States,New York,Queens County,Queens,40.7226341,-73.8165656
Pending,289000,1,2,1213,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 1OFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,40.7564761,-73.7212008
Multi-family home for sale,10000000,7,8,2184.21,"New York, NY 10011","35 W 11th StNew York, NY 10011",United States,New York,New York County,New York,40.734814,-73.996305
Co-op for sale,279000,2,1,2184.21,"Bayside, NY 11364","73-22 220th St Unit UpperBayside, NY 11364",United States,New York,Queens County,Queens,40.7408626,-73.7553116
Townhouse for sale,15995000,5,2.373860858,2184.21,"New York, NY 10014","65 Bedford StNew York, NY 10014",United States,New York,New York County,New York,40.7311289,-74.0048678
Multi-family home for sale,1850000,3,4,2184.21,"Brooklyn, NY 11204","6704 21st AveBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6140608,-73.9853215
Multi-family home for sale,2599000,11,6,5088,"Astoria, NY 11105","2061 49th StAstoria, NY 11105",United States,New York,Queens County,Queens,40.7709381,-73.8973789
Co-op for sale,250000,1,1,800,"Brooklyn, NY 11230","1250 Ocean Pkwy Apt 3JBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.6180698,-73.9699744
Co-op for sale,2250000,3,2,2000,"Brooklyn, NY 11215","120 Prospect Park W # 2Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.665708,-73.976288
Multi-family home for sale,1800000,9,7,2184.21,"Astoria, NY 11105","23-16 36th StAstoria, NY 11105",United States,New York,Queens County,Queens,40.7723063,-73.9110206
Co-op for sale,350000,3,2,1100,"Brooklyn, NY 11234","1200 E 53rd St Apt 4XBrooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,40.6297036,-73.9255951
House for sale,1649000,4,3,1452,"Brooklyn, NY 11237","927 Hart StBrooklyn, NY 11237",United States,New York,Kings County,Brooklyn,40.7039659,-73.9210676
Pending,1395000,2,2,1028,"Brooklyn, NY 11215","357 6th Ave Apt 1Brooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,40.670563,-73.981488
House for sale,1370000,6,3,2184.21,"Jamaica, NY 11432","85-65 159th StJamaica, NY 11432",United States,New York,Queens County,Queens,40.7102471,-73.8049849
Co-op for sale,360000,2,1,2184.21,"New York, NY 10030","128 W 138th Unit 1INew York, NY 10030",New York,New York County,New York,Manhattan,40.8165004,-73.9411037
Co-op for sale,1050000,1,1,2184.21,"New York, NY 10003","1 Fifth Ave Unit 10KNew York, NY 10003",New York County,New York,Manhattan,5th Avenue,40.7316673,-73.996478
Condo for sale,2200000,2,2,1308,"Manhattan, NY 10021","32 E 76th St Apt 805Manhattan, NY 10021",New York,New York County,New York,Manhattan,40.7740269,-73.9632939
House for sale,650000,3,2.373860858,1218,"Staten Island, NY 10304","23 Jackson StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6306934,-74.0794192
House for sale,345000,3,2.373860858,2184.21,"Queens, NY 11412","183-12 Elmira AveQueens, NY 11412",United States,New York,Queens County,Queens,40.701334,-73.772164
Townhouse for sale,7850000,5,4,6060,"Manhattan, NY 10003","128 E 19th StManhattan, NY 10003",United States,New York,New York County,New York,40.7366749,-73.9860561
Multi-family home for sale,4999000,8,5,4120,"Manhattan, NY 10019","458 W 51st StManhattan, NY 10019",United States,New York,New York County,New York,40.764924,-73.9907911
House for sale,4900000,4,2.373860858,3100,"New York, NY 10075","157 E 78th StNew York, NY 10075",United States,New York,New York County,New York,40.7742274,-73.9588396
Pending,299000,3,1,2184.21,"New York, NY 10019","465 W 57th St Apt 3BNew York, NY 10019",New York,New York County,New York,Manhattan,40.76907,-73.987788
House for sale,1578000,5,3,2152,"Fresh Meadows, NY 11365","67-27 181st StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,40.7346802,-73.7905086
House for sale,715000,3,2,2184.21,"Saint Albans, NY 11412","194-11 112th AveSaint Albans, NY 11412",United States,New York,Queens County,Queens,40.701497,-73.7613803
Townhouse for sale,600000,3,1,2184.21,"Brooklyn, NY 11233","40 Somers St Unit 2Brooklyn, NY 11233",New York,Kings County,Brooklyn,Ocean Hill,40.6786381,-73.910662
House for sale,850000,3,2,1090,"Staten Island, NY 10304","101 Dalemere RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5952951,-74.1039687
Condo for sale,1949000,2,2,1288,"New York, NY 10009","277 E 7th St Apt 2New York, NY 10009",New York,New York County,New York,Manhattan,40.7234874,-73.976864
Multi-family home for sale,1599999,5,4,3773,"Staten Island, NY 10312","160 Rathbun Ave Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5461245,-74.1826661
House for sale,640000,3,2,1110,"Staten Island, NY 10308","58 Elmwood AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.542861,-74.154978
